0,title,url,stage,date,start_time,end_time
720,DJ FRESHTA,https://instagram.com/_freshta,GLADE DOME,23/06/2023,19:00,20:00
721,DJ FUN SABA,https://www.instagram.com/funsaba/,THE SISTXRHOOD,23/06/2023,23:00,00:00
722,DJ GAZ,,THE ROCKET LOUNGE,25/06/2023,23:00,05:00
723,DJ GREEN MAN (ALWAYS SUNNY IN PHILADELPHIA SET),,VILLAGE INN,23/06/2023,18:00,19:00
724,DJ GUILTY PLEASURES,https://guiltypleasures.co.uk/,THE RABBIT HOLE,22/06/2023,23:00,00:00
725,DJ HIPHOPPAPOTAMUS (BLENDID TAKEOVER),https://www.facebook.com/djhiphoppapotamus/,CORNISH ARMS,22/06/2023,17:00,18:00
726,DJ HOMOLUDO,https://soundcloud.com/homoludo,TRUTH STAGE,22/06/2023,17:00,17:30
727,DJ IONA,https://www.instagram.com/iona.t/,THE SISTXRHOOD,23/06/2023,05:00,06:00
728,DJ J1MI (BEYONDERS),https://www.instagram.com/beyondersmusic/,THE RABBIT HOLE,24/06/2023,19:45,21:00
729,DJ J9 (TBC),https://www.rsvpmusic.co.uk/,RIMSKI'S YARD,23/06/2023,22:00,TBA
730,DJ JERRY SOBER SOBER & GUESTS (BLENDID TAKEOVER),https://brokenslang.bandcamp.com/,CORNISH ARMS,25/06/2023,22:00,23:30
731,DJ KEV TUNGATT,http://coolbeansproductions.co.uk/audio/,VILLAGE INN,24/06/2023,18:00,20:00
732,DJ KEV TUNGATT,http://coolbeansproductions.co.uk/audio/,TOLPUDDLE,23/06/2023,19:30,21:30
733,DJ KOOKI - POSITIVE SOUND SYSTEM,https://www.flickr.com/photos/positivesoundsystem/albums,CORNISH ARMS,23/06/2023,18:00,20:00
734,DJ LOUIE LOUIE,,DELUXE DINER,22/06/2023,00:00,01:30
735,DJ LOUIE LOUIE,,DELUXE DINER,24/06/2023,04:30,06:30
736,DJ LOVE LIFE DISCO,https://www.mixcloud.com/lovelifedisco/,THE RABBIT HOLE,24/06/2023,02:00,03:00
737,DJ LUSINDA,https://www.instagram.com/djlusinda/,THE RUM SHACK,25/06/2023,02:00,03:00
738,DJ MAJ DUCKWORTH - SAMPLE NATION (BLENDID TAKEOVER),https://www.majduckworth.com,CORNISH ARMS,22/06/2023,23:00,00:00
739,DJ MAJ DUCKWORTH,https://www.majduckworth.com/,TOLPUDDLE,24/06/2023,17:30,19:30
740,DJ MAJ DUCKWORTH,https://www.majduckworth.com/,TOLPUDDLE,25/06/2023,15:30,17:30
741,DJ MASDA,,THE WOW,23/06/2023,22:00,23:30
742,DJ MIKE WHITFIELD AKA FUNK & SOIL - BEATS OF SCIENCE BRUNCH,,LABORATORY STAGE,24/06/2023,11:15,12:30
743,DJ MIKE WHITFIELD AKA FUNK & SOIL - BEATS OF SCIENCE BRUNCH,,LABORATORY STAGE,25/06/2023,11:15,12:30
744,DJ MIKE WHITFIELD AKA FUNK AND SOIL - BEATS OF SCIENCE DJ SET,,LABORATORY STAGE,24/06/2023,17:00,17:45
745,DJ MIKEY SNOOZE & FRIENDS,https://www.mixcloud.com/mikeysnooze/,THE RABBIT HOLE,23/06/2023,18:00,19:00
746,DJ MIKEY SNOOZE & FRIENDS,https://www.mixcloud.com/mikeysnooze/,THE RABBIT HOLE,23/06/2023,16:15,17:30
747,DJ MONNE,https://www.mixcloud.com/djmonne/,THE RABBIT HOLE,23/06/2023,14:15,15:15
748,DJ MONNE,https://www.mixcloud.com/djmonne/,THE RABBIT HOLE,23/06/2023,13:30,13:45
749,DJ MOSSMAN,,THE RABBIT HOLE,25/06/2023,14:00,15:00
750,DJ MR MASS,,THE ROCKET LOUNGE,23/06/2023,23:00,06:00
751,DJ NEPTIZZLE,https://www.instagram.com/djneptizzle/,THE RUM SHACK,23/06/2023,02:00,03:00
752,DJ NICKY NICKY,,DELUXE DINER,23/06/2023,04:30,06:00
753,DJ NICKY NICKY,,DELUXE DINER,24/06/2023,03:00,04:30
754,DJ PAULETTE,https://djpaulette.co.uk/about/,GREENPEACE,25/06/2023,01:00,02:30
755,DJ PAULETTE,https://www.djpaulette.co.uk,SAN REMO,24/06/2023,19:00,20:30
756,DJ PAULETTE,,STONEBRIDGE BAR,25/06/2023,15:00,17:00
757,DJ POLLY,,BIMBLE INN,22/06/2023,00:30,03:00
758,DJ PRIYA (GOING SOUTH TAKEOVER ),https://linktr.ee/deejaypri,TRUTH STAGE,22/06/2023,22:00,22:30
759,DJ PRIYA (GOING SOUTH TAKEOVER ),https://linktr.ee/deejaypri,TRUTH STAGE,22/06/2023,20:45,21:15
760,DJ PRIYA,https://www.instagram.com/deejaypri,GLADE DOME,23/06/2023,20:00,21:00
761,DJ PRODUCER,http://www.soundcloud.com/the-dj-producer,THE SALON CAROUSEL,24/06/2023,03:00,04:00
762,DJ Q B2B YUNG SINGH,https://www.instagram.com/djqmusic/   //    https://www.instagram.com/yungsingh35ol,ARCADIA,25/06/2023,22:30,23:30
763,DJ QUEEN KONG,,THE LIZARD STAGE,24/06/2023,02:00,03:00
764,DJ QUEEN KONG,,THE LIZARD STAGE,25/06/2023,00:00,01:00
765,DJ ROSS WILSON,https://www.instagram.com/rosswilson_07/?hl=en,THE RABBIT HOLE,22/06/2023,20:00,21:00
766,DJ ROTATE 38,https://www.instagram.com/rotate38.ldn/,THE RABBIT HOLE,25/06/2023,00:00,01:00
767,DJ RUBY FLASHMAN,,THE ROCKET LOUNGE,22/06/2023,20:00,03:00
768,DJ SADEEDO,https://www.mixcloud.com/sadeedo/,THE RABBIT HOLE,23/06/2023,20:00,21:00
769,DJ SIR FUNK,https://sirfunk.com/,THE RABBIT HOLE,25/06/2023,22:00,23:00
770,DJ SPAMALAM,,THE LIZARD STAGE,22/06/2023,20:00,21:00
771,DJ SPAMALAM,,THE LIZARD STAGE,25/06/2023,14:00,16:00
772,DJ SWEET SIR RENDER,,THE LIZARD STAGE,23/06/2023,20:00,21:00
773,DJ TAMBOI,https://www.instagram.com/tamboi__/,THE SISTXRHOOD,23/06/2023,03:00,05:00
774,DJ TARLOAK,https://soundcloud.com/tarloak,THE LIZARD STAGE,22/06/2023,00:00,01:30
775,DJ THE MENENDEZ BROTHERS,https://www.facebook.com/themenendezbros,THE RABBIT HOLE,22/06/2023,18:00,19:00
776,DJ THRILOGY,https://www.facebook.com/thrilogysound/,THE RABBIT HOLE,22/06/2023,01:00,01:40
777,DJ TOFU AND FRIENDS MORNING ECSTATIC,https://djchristofu.com/about/,GREENPEACE,23/06/2023,11:00,12:30
778,DJ VINCENT1000 & FRIENDS & YARD AERIALISTS,https://www.rimskipiano.org/,RIMSKI'S YARD,24/06/2023,00:00,03:00
779,DJ WOODY COOK,https://www.instagram.com/woody_cook/,THE RABBIT HOLE,25/06/2023,20:00,21:00
780,DJ YODA (50TH ANNIVERSARY OF HIP HOP SET),,STONEBRIDGE BAR,23/06/2023,15:30,17:00
781,DJDAKILEI,https://www.instagram.com/djdakilei/,THE SISTXRHOOD,23/06/2023,22:00,23:00
782,DO WHAT YA MAMA TOLD YA!,https://www.justmoreproductions.com/,THE GLEBE,23/06/2023,14:25,14:55
783,DO WHAT YA MAMA TOLD YA!,https://www.justmoreproductions.com/,THE GLEBE,24/06/2023,14:25,14:55
784,DO WHAT YA MAMA TOLD YA!,https://www.justmoreproductions.com/,THE GLEBE,25/06/2023,14:25,14:55
785,DOCKSIDE LATIN ORCHESTRA,https://docksidelatin.co.uk,GLASTO LATINO,22/06/2023,21:30,23:00
786,DOG DAUGHTER,,SMALL WORLD STAGE,24/06/2023,14:45,15:45
787,DOG DAUGHTER,https://dogdaughter.bandcamp.com/,THE BANDSTAND,23/06/2023,15:00,16:40
788,DOGHOUSE DERELICTS,https://www.facebook.com/doghousederelicts,GLADE DOME,25/06/2023,14:50,15:50
789,DOGS/THE SONG CYCLE,https://nickkelly.ie,CROISSANT NEUF BANDSTAND,23/06/2023,16:30,17:00
790,DOGS/THE SONG CYCLE,https://nickkelly.ie,CROISSANT NEUF BANDSTAND,25/06/2023,14:00,14:30
791,DOM JOLY,,THE ASTROLABE THEATRE,22/06/2023,19:15,20:15
792,DOMBRANCE - LIVE,https://linktr.ee/dombrance,RABBIT HOLE'S FUNKINGHAM PALACE,22/06/2023,22:30,23:45
793,DOMBRANCE,https://www.instagram.com/dombrance/,THE RABBIT HOLE,22/06/2023,01:40,03:00
794,DON LETTS,https://www.facebook.com/officialdonletts,GLADE,24/06/2023,18:45,19:45
795,DOPE AMMO B2B DJ HYBRID FT. JASMINE KNIGHT,https://www.instagram.com/dopeammo/ / https://djhybrid.co.uk/,THE TEMPLE,22/06/2023,00:15,01:15
796,DOREEN DOREEN,https://www.doreendoreen.co.uk/,THE ASTROLABE THEATRE,23/06/2023,01:20,02:20
797,DOREEN DOREEN,https://www.doreendoreen.co.uk/,THE ASTROLABE THEATRE,24/06/2023,01:20,02:20
798,DOREEN DOREEN,https://www.doreendoreen.co.uk/,SENSATION SEEKERS STAGE,25/06/2023,23:45,00:30
799,DOWNSETTERS,https://www.facebook.com/thedownsetters/?locale=en_gb,THE ROCKET LOUNGE,23/06/2023,01:00,02:00
800,DOWNSETTERS,https://www.facebook.com/thedownsetters/?locale=en_gb,THE ROCKET LOUNGE,24/06/2023,02:00,03:00
801,DOWNSETTERS,https://www.facebook.com/thedownsetters/?locale=en_gb,THE ROCKET LOUNGE,25/06/2023,03:00,04:00
802,DR BANANA X LUKAS WIGFLEX,,THE WOW,22/06/2023,22:30,00:00
803,DR BANANA,https://ra.co/dj/drbanana,FLYING BUS,24/06/2023,01:30,02:30
804,DR BANANA,https://www.instagram.com/drbananana,ARCADIA,24/06/2023,21:30,22:00
805,DR JANINA RAMIREZ,https://www.janinaramirez.co.uk,FREE UNIVERSITY OF GLASTONBURY,25/06/2023,14:00,15:00
806,DR TAMSIN EDWARDS,https://twitter.com/flimsin?lang=en,FREE UNIVERSITY OF GLASTONBURY,25/06/2023,13:00,14:00
807,DRAG SYNDROME,https://www.dragsyndrome.com/,TRUTH STAGE,25/06/2023,02:30,03:00
808,DRAG SYNDROME,https://www.dragsyndrome.com/,TRUTH STAGE,25/06/2023,01:00,01:30
809,DRAG SYNDROME,https://www.dragsyndrome.com/,TRUTH STAGE,25/06/2023,23:30,00:00
810,DRAGIATORS,https://www.instagram.com/dragiators,BREAD AND ROSES,23/06/2023,14:00,14:40
811,DRAGIATORS,https://www.instagram.com/dragiators,BREAD AND ROSES,24/06/2023,15:00,15:40
812,DRAGIATORS,https://www.instagram.com/dragiators,BREAD AND ROSES,25/06/2023,13:00,14:00
813,DREA CHUMA,,POETRY&WORDS,23/06/2023,14:18,14:43
814,DREA CHUMA,,POETRY&WORDS,24/06/2023,15:23,15:48
815,DREADZONE,https://www.dreadzone.com/,GLADE,24/06/2023,17:40,18:45
816,DREAMWAVE,https://linktr.ee/dreamwaveband,THE HIVE,23/06/2023,20:30,21:15
817,DRIFTY AND FRIENDS,,NOMAD,22/06/2023,20:00,22:00
818,DRIFTY,https://linktr.ee/driftyb4tb,TRUTH STAGE,24/06/2023,23:30,00:00
819,DRIFTY,https://www.instagram.com/driftygram/,PLATFORM 23,25/06/2023,02:30,03:30
820,DRUM THUNDER FUNK PARTY,https://www.instagram.com/gillanthegillan/,THE WEST HOLTS BAR,25/06/2023,00:45,03:00
821,DRUM THUNDER FUNK PARTY,https://www.instagram.com/gillanthegillan/,THE MEETING PLACE BAR,24/06/2023,19:00,21:00
822,DRUM THUNDER FUNK PARTY,https://www.instagram.com/gillanthegillan/,THE MEETING PLACE BAR,25/06/2023,22:00,23:30
823,DRY WHITE BONES,https://facebook.com/drywhitebones,CROISSANT NEUF,22/06/2023,20:30,21:00
824,DRY WHITE BONES,https://facebook.com/drywhitebones,CROISSANT NEUF BANDSTAND,23/06/2023,17:30,18:30
825,DRÉYA MAC,https://www.facebook.com/dreyamac/,LEFT FIELD,24/06/2023,21:00,22:00
826,DUB BOY & ATKI2,https://www.instagram.com/tim_dub_boy/ https://www.instagram.com/sam_atki2/,BABYLON UPRISING,22/06/2023,21:00,22:00
827,DUBKASM,https://www.facebook.com/dubkasm,ARCADIA,25/06/2023,20:15,21:00
828,DUNCAN DISORDERLY & THE SCALLYWAGS,,SMALL WORLD STAGE,22/06/2023,12:30,01:30
829,DUNCAN DISORDERLY & THE SCALLYWAGS,https://www.midnightmango.co.uk/duncan-disorderly-and-the-scallywags/,THE LIZARD STAGE,23/06/2023,01:00,02:30
830,DUNCAN DISORDERLY & THE SCALLYWAGS,https://www.facebook.com/scallywaggin/,BIMBLE INN,25/06/2023,21:30,23:00
831,DUNGEON MEAT,https://ra.co/dj/dungeonmeat,THE MEAT RACK,24/06/2023,03:00,06:00
832,DUO,https://m.youtube.com/@duoguitarmusic,MANDALA STAGE,25/06/2023,18:00,19:00
833,DUO,https://duoguitarmusic.com/,THE HIVE,22/06/2023,19:00,20:00
834,DUO,https://duoguitarmusic.com/,BREAD AND ROSES,22/06/2023,16:00,17:00
835,DUSK ART RHYTHM QUARTET,https://www.facebook.com/duskartrhythmquartet/,THE BANDSTAND,24/06/2023,21:00,22:00
836,DUSK ART RHYTHM QUARTET,,AVALON'S CAFÉ STAGE,22/06/2023,01:30,03:00
837,DUSTY SHOES,https://soundcloud.com/toby2shoes,THE RABBIT HOLE,21/06/2023,00:00,02:00
838,DUTCHIE FT DR SYNTAX,https://www.instagram.com/dutchiebristol/         https://www.instagram.com/drsyntaxraps/,NOWHERE,25/06/2023,23:00,00:00
839,DUTCHIE,https://www.instagram.com/dutchiebristol/?hl=en,THE BUG,25/06/2023,18:00,19:00
840,DUTCHIE,https://www.instagram.com/dutchiebristol/,PLATFORM 23,22/06/2023,19:00,20:00
841,DUTTY MOONSHINE BIG BAND,https://www.duttymoonshine.com/,GLADE,24/06/2023,21:45,22:45
842,DUTTY MOONSHINE BIG BAND,https://www.duttymoonshine.com/,TRUTH STAGE,25/06/2023,03:00,04:00
843,DYLAN,https://www.iamdylanofficial.com/,BBC MUSIC INTRODUCING,23/06/2023,20:00,20:30
844,E.T. U,https://www.imdb.com/title/tt0083866/,PILTON PALAIS CINEMA,22/06/2023,13:00,14:55
845,EARL RAFF (BLENDID TAKEOVER),https://www.instagram.com/earlraff,CORNISH ARMS,23/06/2023,17:00,18:00
846,EARL SWEATSHIRT,,THE LONELY HEARTS CLUB,24/06/2023,20:00,21:00
847,EATS EVERYTHING (D&B SET),,STONEBRIDGE BAR,22/06/2023,22:00,23:30
848,EATS EVERYTHING (HISTORY OF RAVE SET),,STONEBRIDGE BAR,22/06/2023,13:00,14:00
849,EATS EVERYTHING B2B PETE TONG B2B DENNIS FERRER,,STONEBRIDGE BAR,22/06/2023,01:00,03:00
850,EAVES WILDER,https://eaveswilder.com/,BBC MUSIC INTRODUCING,24/06/2023,14:00,14:30
851,"EC2A TAKEOVER: DR DUBPLATE, LCY, MIA KODEN,
SURUSINGHE, TAÑ B2B DJ COSWORTH",,THE FIRMLY ROOTED SOUNDSYSTEM,24/06/2023,18:00,00:00
852,ECMSTU,,THE HIVE,23/06/2023,11:00,12:55
853,ECOLI,https://open.spotify.com/artist/2mpy1k969lurkehrzb5ljy?si=p3ti7_yqsfuef_i3x58gaw,THE SALON CAROUSEL,24/06/2023,04:00,05:00
854,ED ELDRIDGE,https://ra.co/dj/edeldridge,CORNISH ARMS,25/06/2023,18:00,20:00
855,ED MILLIBAND MP & JUSTIN ROWLATT,http://ed milliband mp with justin rowlatt,SPEAKERS FORUM,24/06/2023,14:00,15:00
856,"ED MILLIBAND, KEVIN ANDERSON & MOLLY SCOTT CATO",http://politics & climate science,SPEAKERS FORUM,23/06/2023,11:00,12:00
857,ED PERIE (COMPERE),https://www.edpetrie.com/,CIRCUS BIG TOP,23/06/2023,22:00,02:00
858,ED PETRIE (COMPERE),https://www.edpetrie.com/,CIRCUS BIG TOP,24/06/2023,18:00,22:00
859,ED PETRIE (COMPERE),https://www.edpetrie.com/,CIRCUS BIG TOP,25/06/2023,10:15,14:45
860,EDITORS,https://www.editors-official.com/,WOODSIES,25/06/2023,18:30,19:30
861,EFFY FT FLOWDAN,http://effy (@its_effyy) | instagram,NOWHERE,23/06/2023,15:00,16:00
862,EFFY,,STONEBRIDGE BAR,24/06/2023,23:00,00:00
863,EFFY,https://www.instagram.com/its_effyy/,THE TEMPLE,23/06/2023,12:45,02:00
864,EL TEL,https://www.facebook.com/eltelmusic23,TOAD HALL,22/06/2023,20:30,21:10
865,ELEANOR DILLON-REAMS,https://www.elledillonreams.com/,POETRY&WORDS,23/06/2023,16:10,16:35
866,ELEANOR DILLON-REAMS,https://www.elledillonreams.com/,POETRY&WORDS,25/06/2023,14:30,14:55
867,ELI BROWN,,THE LEVELS,23/06/2023,22:30,00:00
868,ELIAS MAZIAN,https://www.instagram.com/eliasmazian/?hl=en,SAN REMO,22/06/2023,19:30,21:00
869,ELIJAH + SKILLIAM,,THE FIRMLY ROOTED SOUNDSYSTEM,23/06/2023,23:00,00:00
870,ELIZA LEGZDINA,https://www.instagram.com/legzdinae/,GREENPEACE,23/06/2023,17:00,17:45
871,ELIZA LEGZDINA,https://www.youtube.com/watch?v=ojt8yqf0wzs&feature=youtu.be,NOMAD,25/06/2023,00:00,00:45
872,ELIZA ROSE B2B DAN SHAKE B2B SALLY C,"https://ra.co/dj/sallyc
 https://danshake.com/
 https://ra.co/dj/elizarose",GENOSYS SOUND SYSTEM,23/06/2023,18:00,22:00
873,ELIZA ROSE,,THE LONELY HEARTS CLUB,22/06/2023,18:00,19:30
874,ELKKA,https://www.instagram.com/elkkamusic/,ARCADIA,23/06/2023,21:30,22:30
875,ELLA KNIGHT: SUPPER CLUB TAKEOVER,https://www.instagram.com/ellaknight__/,BABYLON UPRISING,24/06/2023,16:00,17:00
876,ELLIE DIXON,https://www.elliedixonmusic.com/,BBC MUSIC INTRODUCING,24/06/2023,15:00,15:30
877,ELLIE PROHAN,https://www.instagram.com/ellieprohan/,THE RUM SHACK,22/06/2023,02:00,03:00
878,ELMIENE,https://www.instagram.com/elmiene/,BBC MUSIC INTRODUCING,23/06/2023,13:00,13:30
879,ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,23/06/2023,15:57,16:07
880,ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,23/06/2023,13:34,13:44
881,ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,24/06/2023,16:22,16:32
882,ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,24/06/2023,13:40,13:50
883,ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,25/06/2023,15:24,15:34
884,ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,25/06/2023,13:14,13:24
885,ELTON JOHN,https://www.eltonjohn.com/,PYRAMID STAGE,25/06/2023,21:00,23:05
886,ELVANA,https://www.elvana.co.uk,AVALON STAGE,25/06/2023,15:20,16:20
887,ELVÉ,https://www.instagram.com/michael_elve/,BABYLON UPRISING,24/06/2023,14:00,15:00
888,EMERALD,http://emerald (@emeraldroselewis) | instagram,NOWHERE,23/06/2023,23:00,00:00
889,EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,22/06/2023,22:30,00:00
890,EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,23/06/2023,21:30,23:00
891,EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,24/06/2023,21:30,23:00
892,EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,25/06/2023,21:30,23:00
893,EMERGING TALENT - PRIMAE QUEEN,https://www.instagram.com/prima__queen/,BBC MUSIC INTRODUCING,25/06/2023,14:00,14:30
894,EMILY DUST (BAILE LDN),https://www.instagram.com/emily_dust/,BABYLON UPRISING,25/06/2023,19:00,20:00
895,EMILY DUST,https://www.instagram.com/emily_dust/,GLADE DOME,24/06/2023,15:00,16:00
896,EMILY JENNINGS,https://youtu.be/aghos-zobae,MANDALA STAGE,22/06/2023,17:00,18:00
897,EMMA KORANTEMA: VILLAGE CUTS TAKEOVER,https://www.instagram.com/emmakorantema/,BABYLON UPRISING,22/06/2023,19:00,20:00
898,EMMA WARREN WITH ANNA WOOD,http://emmawarren.squarespace.com,FREE UNIVERSITY OF GLASTONBURY,24/06/2023,12:00,13:00
899,EMMANUEL SONUBI (COMPERE),https://www.emmanuelstandup.com/,CABARET,23/06/2023,22:30,02:00
900,EMMANUEL SONUBI,https://www.emmanuelstandup.com/,CABARET,24/06/2023,17:45,18:15
901,EMMY,,THE SISTXRHOOD,22/06/2023,22:30,23:30
902,EMPIRE STATE BASTARDS (EARACHE RECORDS TAKEOVER),https://empirestatebastard.com/,TRUTH STAGE,23/06/2023,01:30,02:15
903,EMU DJS,https://www.emucreative.com/,THE TAPHOUSE,22/06/2023,21:00,03:00
904,EMU DJS,https://www.emucreative.com/,THE TAPHOUSE,23/06/2023,21:00,03:00
905,EMU DJS,https://www.emucreative.com/,THE TAPHOUSE,24/06/2023,21:00,03:00
906,EMU DJS,https://www.emucreative.com/,THE TAPHOUSE,25/06/2023,21:00,03:00
907,ENGAGING THE YOUTH IN THE CLIMATE CONVERSATION,,THE INFORMATION,23/06/2023,13:15,14:00
908,ENGLISH DISCO LOVERS,https://www.instagram.com/engdiscolovers/,GLADE,23/06/2023,14:10,16:10
909,ENJOYABLE LISTENS,https://linktr.ee/enjoyablelistens,THE HIVE,25/06/2023,14:10,14:40
910,ENJOYABLE LISTENS,https://www.instagram.com/enjoyablelistens/?hl=en,THE WEST HOLTS BAR,22/06/2023,21:00,21:30
911,ENTITLED SONS,https://www.facebook.com/theentitledsons/,THE BANDSTAND,25/06/2023,16:00,16:40
912,ENVELOPE,,RIMSKI'S YARD,24/06/2023,17:00,TBA
913,ENZO SIRAGUSA,https://www.instagram.com/enzosiragusa/?hl=en,GLADE,23/06/2023,21:30,22:50
914,ENZO SIRAGUSA (JUNGLE SET),,STONEBRIDGE BAR,22/06/2023,19:00,20:30
915,EPIC STORY QUEST,,THE GATEWAY,25/06/2023,13:45,14:15
916,ERIKA DE CASIER,,THE LONELY HEARTS CLUB,24/06/2023,16:15,17:00
917,ESCALATION./,https://www.mixcloud.com/escalationldn/,VILLAGE INN,22/06/2023,14:00,16:00
918,EUAN FRYER (ATHENS OF THE NORTH),https://www.instagram.com/euan_fryer_aotn/?hl=en,THE MEETING PLACE BAR,23/06/2023,22:00,23:30
919,EUPHONIQUE,http://www.djeuphonique.com,THE SALON CAROUSEL,22/06/2023,00:00,01:00
920,EVA SCOTT,https://soundcloud.com/user-478746957,THE LIZARD STAGE,23/06/2023,17:30,18:30
921,EVA SCOTT,https://soundcloud.com/user-478746957,THE RABBIT HOLE,23/06/2023,13:00,13:30
922,EVA,https://linktr.ee/eval3wis,THE HIVE,25/06/2023,17:05,17:50
923,EVA,https://linktr.ee/eval3wis,BREAD AND ROSES,22/06/2023,14:30,15:30
924,EVA,,THE LONELY HEARTS CLUB,23/06/2023,12:00,12:20
925,"EVERYTHING WILL BE AMAZING! WITH FELIX PRICE, DJ BALCONY + LORNA BEE",https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,22/06/2023,11:00,12:00
926,"EVERYTHING WILL BE AMAZING! WITH FELIX PRICE, DJ BALCONY + LORNA BEE",https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,23/06/2023,11:00,12:00
927,"EVERYTHING WILL BE AMAZING! WITH FELIX PRICE, DJ BALCONY + LORNA BEE",https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,24/06/2023,12:15,13:15
928,EVERYTHING WILL BE AMAZING,https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,25/06/2023,10:30,11:30
929,EWAN MCVICAR,https://www.instagram.com/ewanmcvicar_,GLADE,22/06/2023,22:05,23:05
930,EWAN MCVICAR B2B KETTAMA,,THE LEVELS,23/06/2023,19:30,21:00
931,EXAMPLE,https://www.facebook.com/leadingbyexample,GLADE,22/06/2023,19:00,19:55
932,EXTRA MEDIUM FT DOPPLER,https://www.instagram.com/extramediumuk/?hl=en,THE BUG,24/06/2023,18:00,20:00
933,EZME GAZE,https://bowjangles.org,CROISSANT NEUF BANDSTAND,24/06/2023,14:30,15:00
934,EZME GAZE,https://bowjangles.org,CROISSANT NEUF BANDSTAND,25/06/2023,15:30,16:00
935,EZRA COLLECTIVE,https://ezracollective.com/,TRUTH STAGE,24/06/2023,00:00,01:00
936,EZRA COLLECTIVE,https://ezracollective.com/,WEST HOLTS STAGE,24/06/2023,19:00,20:00
937,EZRA WILLIAMS,https://ezrawilliamsmusic.com/,BREAD AND ROSES,23/06/2023,18:00,18:40
938,EZRA WILLIAMS,https://ezrawilliamsmusic.com/,BREAD AND ROSES,24/06/2023,16:00,16:40
939,FAFF,,STONEBRIDGE BAR,25/06/2023,23:00,00:00
940,FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,THE GLEBE,24/06/2023,12:35,13:05
941,FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,THE GLEBE,25/06/2023,12:00,12:30
942,FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,A LITTLE MORE SENSATION,24/06/2023,16:40,17:10
943,FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,A LITTLE MORE SENSATION,25/06/2023,13:45,14:15
944,FAIL FAIL WIN,https://www.failfailfailfailwin.com/,THE GLEBE,23/06/2023,15:00,15:30
945,FAIL FAIL WIN,https://www.failfailfailfailwin.com/,A LITTLE MORE SENSATION,23/06/2023,17:15,17:45
946,FAITHLESS (DJ SET),,STONEBRIDGE BAR,22/06/2023,23:30,01:00
947,FAITHLESS DJ SET,https://faithless.co.uk/,GLADE,23/06/2023,00:35,01:45
948,FAMILY JOOLS,https://www.facebook.com/familyjools,THE HIVE,25/06/2023,11:35,12:05
949,FAMILY JOOLS,https://www.instagram.com/familyjoolsband/?hl=en,THE WEST HOLTS BAR,24/06/2023,17:00,17:30
950,FAMILY JOOLS,https://www.instagram.com/familyjoolsband,BREAD AND ROSES,23/06/2023,13:00,13:40
951,FAMOS BRAMWELLS (COMPERE),,OUTSIDE CIRCUS STAGE,23/06/2023,11:30,16:15
952,FAMOS BRAMWELLS (COMPERE),,OUTSIDE CIRCUS STAGE,24/06/2023,16:15,21:00
953,FAMOS BRAMWELLS (COMPERE),,OUTSIDE CIRCUS STAGE,25/06/2023,11:30,16:00
954,FANFARIA EL CAPITAN,https://www.lafanfarriadelcapitan.com/,THE LIZARD STAGE,24/06/2023,01:00,02:00
955,FANNY LUMSDEN,https://www.fannylumsden.net,AVALON STAGE,23/06/2023,14:15,15:05
956,FAR FROM SAINTS,https://farfromsaintsband.com,AVALON STAGE,25/06/2023,18:20,19:20
957,"FAREWELL PARTY - DJ CHRIS TOFU & FRIENDS - K.O.G, DRAG SYNDROME, NEW YORK BRASS BAND, AND MANY MORE!",https://continentaldrifts.co.uk/artist/chris-tofu/,TRUTH STAGE,25/06/2023,04:00,05:00
958,FATBOY SLIM,https://www.fatboyslim.net/,THE PARK STAGE,24/06/2023,23:00,00:15
959,FBR,https://soundcloud.com/fbrsound,VILLAGE INN,23/06/2023,20:00,22:00
960,FBR,https://soundcloud.com/fbrsound,TOLPUDDLE,22/06/2023,22:30,23:30
961,FBR,https://soundcloud.com/fbrsound,TOLPUDDLE,24/06/2023,21:30,23:30
962,FEEDING THE FISH,https://www.feedingthefish.com/,CIRCUS BIG TOP,22/06/2023,21:32,21:42
